system,global_coverage
Baseline,1.0
MFCC bow,0.9986402486402487
TFIDF,0.9986402486402487
VGG19,0.9256021756021756
ResNet,0.9145299145299145
BERT,0.7364024864024864
LambdaRank,0.004079254079254079
