system,global_coverage
Baseline,1.0
MFCC bow,0.9873737373737373
TFIDF,0.9764957264957265
VGG19,0.8752913752913752
ResNet,0.846930846930847
BERT,0.6513209013209014
MFCC stat,0.26223776223776224
LambdaRank,0.002136752136752137
